gene	gene_length
POLR2I	6
KLC3	23
DUS3L	13
CATSPERD	22
NDUFA7	4
PSMC4	11
DLL3	8
HNRNPUL1	15
ZNF776	3
EPS8L1	20
AC008537.1	5
GZMM	5
ZNF676	3
CCDC106	5
AD000671.1	4
AC011455.2	20
PSG4	6
ZNF865	2
CD22	14
KMT2B	37
LIN37	9
AD000671.2	4
FIZ1	3
PSG5	6
ZNF579	2
SARS2	20
LILRA1	10
ZSWIM4	13
SLC17A7	12
FAM98C	8
RPS19	6
PLEKHF1	2
FCHO1	29
KCNK6	3
NUP62	2
ZNF404	3
PTOV1	12
ZNF254	4
ZNF814	3
ADAMTSL5	12
AC003002.2	3
SLC35E1	6
AC008764.1	9
UNC13A	44
RSPH6A	6
PAK4	11
MAG	11
SSC5D	14
GAMT	5
PRAM1	10
PPP2R1A	15
DHDH	7
FAM187B	2
ATP4A	22
OPA3	2
GPR4	2
TMEM38A	6
BCKDHA	9
ZNF551	3
PPP1R14A	4
FSTL3	5
VN1R1	6
ZNF548	3
ZNF749	3
ZNF772	6
ZNF99	4
PCSK4	15
REEP6	5
CDKN2D	2
SRRM5	3
LILRA2	9
EBI3	5
FTL	4
ZNF567	6
LDLR	18
SBSN	4
SPC24	5
ZNF613	6
ZNF350	5
HSD17B14	9
ZNF615	6
PLEKHA4	20
HIPK4	4
PLD3	9
ZFP14	5
ZFP82	5
AC092073.1	5
RTN2	11
GPI	18
PPP1R15A	3
TMEM145	15
GAPDHS	11
PPM1N	11
C19orf47	9
TMEM147	7
LILRA5	7
FBXW9	10
LILRA4	8
TULP2	13
ZNF566	5
ZNF614	5
MUM1	13
ZNF383	5
AC012309.1	5
ZNF420	5
PDCD2L	7
ZNF260	3
ZNF585B	5
ZNF841	6
ZNF382	5
ZNF432	5
SNRPA	6
C19orf54	6
PROSER3	11
MPND	13
BSG	9
ZNF583	5
JOSD2	5
AC020909.1	10
SIN3B	20
DPP9	22
AP1M2	12
ZIM2	12
L34079.1	17
ZNF835	2
ETHE1	7
ZSCAN5A	5
JUNB	1
KRI1	19
ZSCAN5B	5
GALP	6
MAST1	26
WDR87	6
ZNF257	4
ZNF208	4
SWSAP1	2
ZNF43	4
ZNF444	5
ZNF100	5
S1PR5	2
PSG9	6
DMWD	5
ZNF253	4
NANOS3	2
URI1	11
ZSCAN22	3
AC067968.1	11
ZNF221	6
PLIN5	8
TBC1D17	17
AC010522.1	3
AC011462.1	7
PRSS57	5
ZSCAN4	5
ZNF304	4
GP6	8
RDH13	7
ZNF805	4
ZNF460	3
CADM4	9
TNNT1	14
LGALS7	4
LSM14A	10
MARCH2	5
KPTN	12
SGTA	12
TM6SF2	10
DIRAS1	2
OR7A17	3
DHX34	17
TRAPPC6A	6
CCDC9	12
AP2S1	5
TIMM50	11
KLK9	5
BORCS8-MEF2B	10
EIF3G	2
PPAN-P2RY11	13
ADGRE3	16
KLK1	5
TIMM44	13
FUZ	11
SNAPC2	5
PSG7	5
ZNF83	2
ZNF534	4
HAMP	4
PGLS	5
TMEM238	2
TMEM190	5
KLF2	3
USF2	10
CGB7	5
ZNF880	4
CGB3	3
CGB2	3
CGB1	3
SIRT2	16
ZSWIM9	4
ZNF146	3
HNRNPL	13
FOSB	4
CC2D1A	29
ZNF606	7
EXOSC5	6
HDGFL2	16
ZNF134	3
ZNF154	4
PLAUR	7
AURKC	7
ARHGEF1	29
SLC44A2	22
RPS5	5
CEACAM4	7
ZNF135	4
CCDC97	5
TMEM91	7
PLK5	13
PALM	9
PIH1D1	9
CCDC130	11
GGN	4
ZNF235	6
LRG1	2
AC010326.2	3
MEX3D	2
PRDX2	6
ZNF492	4
EDDM13	15
THSD8	8
RTBDN	7
B3GNT8	3
B9D2	4
PPP1R12C	22
AC003002.1	4
AC004076.1	3
PEG3	10
ZNF470	6
PHLDB3	16
AKAP8L	14
ZFP28	8
FCAR	5
ZNF667	7
COLGALT1	12
RFPL4A	3
ZNF784	2
PSG1	6
ZNF781	4
COX6B1	4
ZNF493	4
ZNF540	5
ZNF429	4
LENG9	16
ZNF793	4
SHC2	13
ZNF430	5
ZFP30	6
UPK1A	2
ZNF714	5
ZNF181	4
ZNF607	5
TMEM205	3
ZNF431	5
SYDE1	8
AC093227.2	5
ZNF708	4
TSPAN16	7
FCGRT	7
MRI1	6
MYH14	43
DMRTC2	9
HSPBP1	9
ZNF234	6
ZNF224	6
MED25	18
ZNF211	5
PPP5D1	1
IGSF23	5
MBD3L1	3
OLFM2	6
SLC25A23	10
ZNRF4	1
IGFL4	4
NANOS2	1
MKNK2	14
AC008770.2	4
SMIM24	4
PDCD5	6
KLF16	2
ONECUT3	2
ATCAY	13
PTGER1	3
MISP	5
ZNF837	3
POP4	7
UBXN6	11
CHAF1A	15
NLRP2	13
ZNF547	4
RAB4B-EGLN2	12
C19orf25	14
MED26	3
FFAR1	1
KIR3DL3	8
HSPB6	3
ZNF90	4
NLRP11	10
PSENEN	4
SHISA7	4
TMIGD2	5
YJU2	8
ELSPBP1	7
LAIR1	10
CABP5	6
PLA2G4C	17
MEGF8	42
VASP	13
PLPP2	6
NUCB1	13
CCNE1	12
LYPD4	5
ZNF233	5
PSMD8	7
ZNF227	6
CEACAM6	6
AC243967.1	10
ZNF101	4
LAIR2	5
SPTBN4	36
WTIP	8
LTBP4	33
FXYD5	8
ZNF577	2
PPP1R13L	13
SIGLEC6	8
SIGLECL1	6
MAP4K1	32
VSTM1	9
AC010422.5	11
WDR83OS	11
AC010422.3	5
SYNGR4	5
DHPS	11
KDELR1	5
TARM1	5
GRIN2D	13
SIGLEC9	7
NPAS1	12
KCNJ14	2
GRWD1	7
SHANK1	23
LRRC4B	3
C19orf53	3
AC010619.1	17
QTRT1	10
KIR3DL2	9
NOTCH3	33
ODF3L2	4
LILRB1	15
HRC	6
PSG6	6
ATP13A1	26
ZNF85	4
AC010615.4	4
ZNF571	5
LENG8	16
QPCTL	7
SNRPD2	3
ZNF570	6
CASP14	7
C2CD4C	2
ZNF527	5
THEG	8
SNRNP70	10
TNPO2	26
SYT3	9
SPIB	10
NAPSA	9
RPL13A	8
ZNF473	6
ZNF229	6
SPRED3	5
FARSA	13
PRKCSH	18
TMEM259	11
DAND5	2
CALR	9
WDR18	10
JAK3	24
ZNF555	4
TMEM86B	3
ZNF418	7
PLIN4	6
YIF1B	8
CHERP	9
EPOR	8
IFNL1	5
ATG4D	10
SIPA1L3	22
ZNF582	5
USP29	4
RAB4B	12
C19orf44	9
ITPKC	7
FFAR3	2
SLC6A16	12
TPGS1	2
NLRP13	11
ZNF93	4
NLRP4	10
FAM129C	16
U2AF2	12
MRPS12	2
ETV2	7
RPL28	4
IL11	5
CGB5	3
SULT2A1	6
BCAT2	11
LILRB2	14
PAFAH1B3	6
SELENOW	6
CD37	8
ZNF226	7
VSTM2B	5
ZNF544	4
AC020915.1	4
ZNF8	4
AC020915.5	4
UQCRFS1	2
SEMA6B	17
ZNF230	5
ZNF552	3
ZNF91	4
ZNF416	4
ZNF626	4
COQ8B	15
KIR3DL1	9
PSG11	6
NWD1	19
C19orf12	3
ZNF284	5
ZNF671	4
ZNF549	4
SPINT2	4
ZNF550	4
FGF22	3
TNNI3	8
IRGC	2
SYT5	9
ZNF274	8
MBD3	7
PTPRH	20
ZNF428	3
CYP2A7	9
SMIM17	4
CALR3	9
NUMBL	10
KIR2DL4	7
CACNA1A	48
RFPL4AL1	3
FBXO27	6
TRIR	3
ZNF506	6
SHKBP1	18
U2AF1L4	4
ZNF808	5
CDC42EP5	3
GYS1	16
HKR1	6
AP1M1	13
UBA2	17
ANGPTL8	48
DOCK6	48
ZNF610	6
MIER2	14
CDC37	8
CILP2	8
RBM42	10
ZNF766	4
PDE4A	15
ZNF480	5
NXNL1	2
TMEM221	3
AC010319.2	3
CEACAM8	6
ZNF414	8
HAUS5	19
CEACAM1	9
PRX	7
RINL	12
ANKRD24	22
ZNF461	6
LSR	10
TYK2	25
SERTAD1	2
SERTAD3	2
BLVRB	5
KANK2	13
SLC8A2	10
CEACAM18	6
ZNF71	3
CD177	9
IFNL2	6
KIR2DL1	8
NLRP9	9
ZNF701	5
ISOC2	6
KMT5C	9
TPRX1	2
FPR3	2
AC011511.4	5
GSK3A	5
KIAA0355	14
CA11	9
NTN5	7
DEDD2	5
SUGP1	14
FUT2	2
RPS9	5
AKT2	14
MAMSTR	10
FBXL12	3
RASIP1	12
MAU2	14
CAPNS1	11
NOP53	13
LILRA6	8
IZUMO1	10
ZNF526	3
LILRB3	13
BICRA	15
NAPA	11
RPL18	7
SIGLEC12	8
MAP3K10	10
PRR22	3
TTC9B	3
NCAN	15
CHST8	4
CYP2S1	9
NLRP7	13
ZIM3	5
MIA	4
AC008764.4	3
ZNF737	4
LRFN1	2
HOOK2	23
ZNF787	3
CGB8	3
COX6B2	8
YJEFN3	7
AC011452.1	2
LYPD5	5
AC011479.1	7
SMG9	14
ZNF419	4
ZNF264	4
POLRMT	21
CDC34	5
ZNF98	4
STAP2	13
ZNF628	3
ZNF528	7
CRX	4
THOP1	13
MRPL4	9
LGI4	9
NKPD1	3
ZNF296	3
GEMIN7	3
BBC3	4
EXOC3L2	9
HPN	13
AC020907.6	9
DYRK1B	11
DDX49	13
AC011473.4	5
APOE	4
DACT3	4
ZNF699	6
SYCN	2
BRD4	20
ZNF729	4
NCCRP1	6
EPS15L1	24
ACP7	13
ASNA1	8
TRPM4	25
SIX5	3
ZNF14	4
OR1I1	2
GIPR	14
RUVBL2	15
AC011448.1	5
FDX2	5
GADD45B	4
ZNF345	2
RAB11B	5
OR7C2	1
ANGPTL4	7
ZNF829	6
ZNF790	5
GNG7	5
FXYD7	6
ERCC2	23
FXYD1	8
SLC1A6	9
TBCB	6
TMC4	15
SIGLEC8	7
C19orf84	2
ZNF490	5
MZF1	6
ZNF677	5
FCER2	11
ZNF823	4
CEP89	19
CLPP	6
C19orf71	4
BABAM1	10
PGPEP1	5
ATP5F1D	4
ATP8B3	29
NMRK2	8
GIPC1	9
DNAJB1	3
TECR	3
TRIP10	15
IQCN	4
DAPK3	9
SBNO2	32
CD70	4
DCAF15	13
WIZ	8
CAPN12	21
CLDND2	4
INAFM1	1
NDUFA3	4
CLIP3	14
MAN2B1	5
AC008403.1	4
CACNG6	4
CLC	4
CTU1	3
KLK12	7
MYADM	3
RELB	12
CERS1	8
CCL25	5
ZNF331	7
ICAM3	7
ACTN4	21
CCDC105	7
CNOT3	17
OR7C1	6
OR7A5	2
LIM2	5
ZC3H4	15
TMEM160	3
CACNG8	4
KLK14	7
LGALS16	4
ZNF30	5
CLEC17A	14
MED29	4
GPR32	1
CEACAM20	12
VN1R4	1
CCDC61	14
LRRC8E	4
ACTL9	1
KXD1	5
ZNF816-ZNF321P	4
ZNF700	4
ZNF28	4
SCAF1	11
PRRG2	7
FAM32A	4
HSH2D	8
EML2	22
FPR2	2
AC006486.1	5
ERF	4
ZNF554	5
AC008982.1	10
SIGLEC14	7
SLC39A3	3
LENG1	17
PPP1R37	13
CACNG7	6
TMEM143	8
ZNF792	4
COPE	7
RYR1	106
CERS4	12
EID2	1
ACP4	11
OR7D4	2
SMARCA4	35
ZNF682	4
PPFIA3	30
NAT14	3
ZNF302	6
KCNA7	2
SCGB2B2	4
TMEM150B	8
PBX4	8
FPR1	3
AC011511.1	5
POU2F2	14
CKM	8
ZNF546	7
SIGLEC10	11
AC008750.8	4
CD320	5
IGLON5	8
ARHGAP35	6
EMP3	5
ZNF114	6
LGALS13	4
KLK10	6
CLASRP	21
HOMER3	9
GRAMD1A	20
KLK4	5
APOC1	5
DMKN	16
PPAN	13
C19orf66	8
BCL3	9
DENND1C	23
SF3A2	9
ZNF324	4
PRODH2	11
SLC25A41	7
AC010646.1	4
TPM4	9
RAD23A	2
AC104532.1	2
VMAC	2
CAPS	5
AC008763.2	4
MYO9B	40
RAX2	3
IL12RB1	18
C19orf38	7
GIPC3	6
CCDC124	5
TLE6	17
NKG7	4
ETFB	4
LEUTX	3
SELENOV	6
BORCS8	6
RPS16	5
ZNF333	12
ZNF559	12
LONP1	18
LRFN3	4
AP2A1	24
OR7G1	1
MUC16	84
PVR	8
TSKS	11
CEACAM16	7
CEACAM19	8
KIR2DL3	8
NLRP5	15
FBXO46	2
LILRB4	14
SBK3	4
SBK2	4
FBXO17	6
CCDC159	3
ILVBL	16
LIN7B	6
LIPE	10
ZNF649	5
ZNF175	5
ECH1	10
EHD2	6
DPRX	3
ZNF177	12
TYROBP	5
CLEC11A	4
SAFB	21
ZNF845	4
SIRT6	8
BEST2	10
AC011530.1	5
EPN1	11
AC020922.1	8
LHB	15
ZNF850	6
BSPH1	6
CIC	20
MBOAT7	8
C5AR2	2
AC010323.1	5
SULT2B1	7
ZNF561	6
S1PR2	2
AC010422.8	11
CCDC114	14
ZNF780B	5
WDR62	32
OR7A10	2
VSIG10L	10
BLOC1S3	2
AC005779.2	2
DNMT1	41
CYTH2	4
APOC4	3
P2RY11	2
ZNF559-ZNF177	12
KLK3	5
KLK15	5
SDHAF1	1
SLC25A42	8
HSD11B1L	6
PPP5C	13
SAFB2	21
ZNF765	4
COL5A3	67
MVB12A	9
PEPD	15
ZNF761	3
ZNF563	4
INSR	22
ZNF813	4
CCDC194	4
BST2	5
ZNF160	7
PGLYRP1	3
BCL2L12	7
ZNF625-ZNF20	4
ZNF625	4
MOB3A	5
TICAM1	2
ZNF846	6
TMPRSS9	18
GDF1	8
ZNF529	5
ZNF585A	5
PRR19	6
EIF3K	8
LMNB2	12
LMTK3	16
ZNF426	8
COMP	19
HIF3A	15
ZNF442	6
ZNF557	8
IGFL3	4
FOXA3	2
ZNF844	4
CRLF1	5
AC010463.1	10
ABHD17A	6
EEF2	15
CARD8	4
LIG1	28
ZNF568	5
ZNF565	5
COX7A1	4
FGF21	4
LILRB5	13
AC018755.2	9
SIGLEC5	9
ZNF541	15
HNRNPM	16
LGALS7B	4
ICAM1	7
KCTD15	6
TIMM13	3
C5AR1	2
FBN3	64
MEF2B	10
SLC1A5	8
ZNF599	4
KLK5	6
FKRP	4
KLK6	6
KLK7	6
BCAM	15
OR7G2	1
PNMA8A	3
CHMP2A	5
ZNF665	4
PLVAP	6
IGFL2	5
ZBTB45	3
NOVA2	4
FCGBP	22
OAZ1	8
AMH	5
CALM3	6
KISS1R	5
RDH8	6
ZNF558	10
FEM1A	1
MIDN	8
PDE4C	19
CYP4F8	13
TRMT1	18
LYL1	4
ICAM5	11
ERCC1	8
AC011499.1	3
ZNF780A	6
FBL	9
LSM7	4
AC005258.1	8
LGALS14	5
ACER1	6
NFIC	11
OCEL1	6
CELF5	13
PRKACA	10
RLN3	2
PEX11G	5
CD33	7
WDR83	11
PEAK3	4
JSRP1	8
ZNF121	6
NLRP12	10
PRKD2	19
NDUFB7	3
OR7G3	1
GTPBP3	8
EVI5L	19
ZNF433	4
CD209	7
AC008770.1	4
ZNF878	4
WDR88	11
TMEM59L	9
LRP3	7
ZNF584	4
SLC7A10	11
ZNF324B	4
UBA52	5
ZNF132	3
GTF2F1	13
FAAP24	5
MAP2K2	11
SSBP4	18
RPS28	4
THAP8	4
SAE1	9
SIGLEC7	7
PRKCG	18
KLK13	5
TOMM40	9
ALKBH6	7
ELAVL1	6
SUGP2	10
CRTC1	15
IRF3	7
CEBPG	2
UBL5	5
ZNF439	3
CLPTM1	14
APOC4-APOC2	3
SUPT5H	31
RFXANK	10
NR2C2AP	10
ADGRE2	21
ZFP36	2
AC010325.1	11
OR7D2	3
ZNF799	4
KLHL26	3
ZNF415	4
PRR36	6
MED16	16
ARHGAP33	21
ZNF320	8
GRIN3B	9
ZNF57	4
RASAL3	18
FUT5	2
TNFSF9	3
NRTN	2
UBE2M	6
ERVV-2	2
DOT1L	28
PIK3R2	16
IL27RA	14
AC024592.3	2
TEX45	9
NDUFA11	4
ZNF69	5
RETN	4
PRTN3	5
PKN1	22
RAB3A	5
MATK	14
MRPL54	3
R3HDM4	8
APLP1	17
ABHD8	5
HMG20B	10
ANKLE1	9
STXBP2	7
STK11	10
CBARP	9
MARK4	3
PRPF31	14
TFPT	4
ZNF562	6
OSCAR	6
FXYD3	9
SCN1B	3
AC002985.1	7
ZNF560	10
ZNF266	9
CBLC	11
ANGPTL6	6
OR7E24	1
PNMA8B	1
CPT1C	20
BIRC8	1
OR2Z1	3
MAP2K7	12
TRIM28	17
NPHS1	29
SYMPK	27
MRPL34	5
KDM4B	23
AZU1	5
SH2D3A	10
USHBP1	5
EID2B	1
KLK2	5
ZNF816	5
C19orf24	3
OR10H4	1
CYP4F11	12
CARM1	16
TBXA2R	4
GADD45GIP1	2
AC008878.1	9
FUT3	3
NECTIN2	9
UPF1	24
GNG8	2
PTGIR	3
OR1M1	2
SAMD4B	16
PIN1	4
MYPOP	3
ZNF446	7
PTPRS	37
ZNF468	4
ZNF763	4
PLEKHG2	19
SYNE4	8
TMEM161A	12
ADM5	2
ZNF136	4
ZNF347	5
KIRREL2	15
AP3D1	32
ADAMTS10	25
PRR12	14
KRTDAP	6
FZR1	13
PLIN3	8
ADGRE1	21
ZNF440	4
ELL	12
NR2F6	4
LRRC25	2
USE1	8
ZNF627	7
ZNF317	7
CCDC8	1
ZNF20	4
CEBPA	1
FFAR2	2
PCP2	4
CYP4F3	13
SLC5A5	15
ZNF77	4
RPL36	6
ZNF441	4
NUDT19	3
PIAS4	11
ADAT3	2
SCAMP4	2
ANO8	18
ZNF44	5
IGFL1	4
IRF2BP1	1
KHSRP	20
BTBD2	9
PSPN	2
TRAPPC5	2
FKBP8	9
CIB3	6
ARRDC5	3
LSM4	5
NCLN	15
AES	7
RANBP3	17
CLEC4G	9
NOSIP	9
EFNA2	4
ZNF491	3
REXO1	16
ACP5	7
CNN1	7
CYP4F12	13
CACTIN	10
TLE2	20
SLC27A5	7
AC010487.3	8
ERVV-1	1
CREB3L3	10
SLC7A9	13
PLPPR3	7
PET100	4
ZFR2	19
VAV1	27
ELANE	6
JUND	1
NACC1	6
ARRDC2	8
MCOLN1	14
AC008878.2	14
CCDC151	13
PGLYRP2	5
PODNL1	8
DDA1	5
ZBTB7A	3
PTBP1	15
MLLT1	12
POLR2E	8
C19orf67	6
CYP4F22	14
GNA11	7
DNM2	21
CNN2	7
PALM3	6
RFX1	21
RRAS	6
ZNF600	3
GPATCH1	20
MYO1F	28
CFD	5
TJP3	21
AC008481.3	5
PIP5K1C	17
ASF1B	4
TMED1	4
AC007192.1	16
MAST3	27
KCNN1	11
PNPLA6	10
NFIX	10
ZNF556	4
ABCA7	47
TUBB4A	4
B3GNT3	3
CPAMD8	42
ARHGEF18	22
ARID3A	9
AC119396.1	10
AC008878.3	22
F2RL3	2
ADGRL1	24
STX10	8
ZNF611	6
UHRF1	16
ISYNA1	11
CYP4F2	13
OR10H3	2
OR10H1	4
TNFSF14	5
OR10H5	2
APBA3	11
ACSBG2	15
GPX4	7
ELAVL3	7
YIPF2	10
ZNF653	9
CAMSAP3	19
DDX39A	11
TCF3	19
RFX2	18
ARHGAP45	23
RPL18A	5
OR10H2	1
ECSIT	8
IFI30	7
MFSD12	4
TDRD12	13
RAB8A	8
GDF15	2
XAB2	19
AC008397.2	19
MPV17L2	5
HAUS8	11
ADGRE5	20
GNA15	7
S1PR4	1
TIMM29	2
C3	41
GPR108	18
FAM161A	7
HTR2B	4
TMEM17	4
STAMBP	10
USP34	80
GCFC2	6
MRPL19	6
GPD2	17
FZD7	1
PROKR1	3
NCKAP5	20
APOB	29
FBXO11	10
BZW1	12
DOK1	14
MREG	6
PPM1G	10
EPB41L5	25
IL1B	7
SPATS2L	13
PPM1B	15
KLF11	4
KRCC1	4
FBLN7	8
NDUFA10	10
TMEM163	8
NR4A2	8
SUPT7L	6
ATP6V1E2	2
NAT8	2
DOCK10	56
EGR4	2
EIF4E2	7
CHRNG	12
RAB17	6
MRPL30	6
NRP2	17
EVA1A	4
CCDC121	2
ZNF512	14
GTDC1	11
KIAA1841	22
TXNDC9	5
SP100	29
MAP3K19	13
BMPR2	13
ZNF142	9
MDH1B	12
DYTN	12
DCAF17	14
WNT10A	4
AC079447.1	3
TLK1	21
SP140L	19
CCNT2	9
TACR1	5
GPN1	2
UCN	2
ESPNL	9
GPR39	2
LYPD1	2
AC092587.1	3
ITGB6	15
TTC7A	21
ACVR2A	11
SULT6B1	8
ANAPC1	48
CXCR2	3
GPAT2	23
CPO	9
FAM237A	3
ZDBF2	6
GORASP2	10
MGAT4A	15
EEF1B2	6
MRPL33	4
ERICH2	5
WDR92	8
C2orf42	10
MRPL44	4
C1D	5
WDFY1	12
RNF103-CHMP3	6
AC007240.1	12
ADI1	4
MFSD6	8
FAM110C	2
TEX37	4
COA5	3
DDX18	14
NABP1	6
APLF	10
PPP1R21	22
FASTKD2	12
ADAM23	26
LRRTM4	3
PIGF	5
ANTXR1	18
LIMS1	10
STON1-GTF2A1L	11
SULT1C2	9
LCLAT1	7
LOXL3	8
STAT4	24
RAB11FIP5	5
CCDC140	2
LRP1B	91
KLF7	4
REV1	23
REG1B	6
KIAA1211L	10
FN1	46
C2orf83	3
MTERF4	32
FOXN2	7
FAM124B	2
UGT1A10	5
ACTR1B	11
MYO1B	31
CDKL4	8
FMNL2	26
RGPD3	23
YPEL5	5
HNMT	6
IL36G	5
TUBA3D	5
IL36A	4
MZT2A	5
IL36B	6
BOK	5
IL36RN	5
RALB	5
PCGF1	9
ATG4B	6
ZNF804A	4
PDIA6	15
SPOPL	11
AOX1	35
TLX2	3
SOS1	24
IL1F10	4
DGKD	30
THAP4	6
ATP6V1C2	14
ARL4C	2
KIAA2012	22
STK17B	8
GPR1	4
LIPT1	3
CRIPT	5
HK2	18
KCNJ3	3
PID1	3
SPHKAP	12
TRIM54	10
PUS10	18
TRPM8	26
CCL20	4
STON1	11
NYAP2	7
SLC39A10	10
INO80D	11
CCDC93	24
SP5	2
OSGEPL1	9
EPHA4	18
NUP35	9
GCG	6
AC013717.1	15
DBI	4
POLR1A	34
EIF2AK3	17
OBSL1	21
SMC6	28
EMILIN1	8
GCC2	23
NGEF	15
AC017083.3	8
CCDC173	9
NRBP1	19
SAG	16
EXOC6B	23
GALNT5	10
MGAT5	17
HDLBP	28
ZEB2	10
TMEFF2	10
CYP27A1	9
GAD1	17
SP110	19
SLC16A14	5
SEMA4F	14
GKN1	6
M1AP	11
SPP2	8
CNGA3	8
MYO3B	35
BABAM2	8
TRIP12	42
C2orf74	8
TPRKB	6
TMEM247	3
RANBP2	29
HES6	4
LANCL1	9
CDK15	14
MYL1	7
TMEM131	41
ING5	8
ALS2	34
PAPOLG	22
SULT1C4	7
ARL6IP6	4
SLC30A3	8
PRPF40A	26
GFPT1	20
GPR55	2
CDK5R2	1
CAB39	9
ACTG2	10
MSTN	3
GMCL1	14
C2orf73	5
DNAJB2	9
RBM45	10
DUSP2	4
SERTAD2	2
ASB3	10
TANC1	27
SF3B1	25
RPL31	20
CASP10	10
GALNT3	11
STRN	18
LMAN2L	9
NPAS2	21
GREB1	33
CNOT11	7
WNT6	4
TSGA10	21
DGUOK	7
SLC8A1	11
POLE4	4
C2orf16	1
PER2	23
ACTR3	12
PRKCE	15
D2HGDH	10
ACADL	11
UGT1A1	5
RGPD4	23
PPIG	14
NXPH2	2
MPP4	22
GDF7	2
ST6GAL2	6
IFT172	48
LBH	3
PAX3	10
RAMP1	3
METTL8	10
PRKAG3	14
CAVIN2	2
RAB3GAP1	25
MITD1	3
ZRANB3	25
PLEK	9
ZAP70	14
TM4SF20	4
GIGYF2	31
DNAJC5G	7
CROCC2	32
SSB	12
SLC5A7	9
SLC11A1	15
SGPP2	5
LBX2	2
KIF1A	49
RAPGEF4	31
ALPP	11
STK25	27
RMND5A	9
MCM6	17
RNPEPL1	11
CFAP221	24
UBXN4	13
KDM3A	27
CYS1	3
NAB1	10
DNAH7	65
RHBDD1	9
CNRIP1	3
VIL1	20
DTYMK	5
USP37	26
GLI2	14
CCT7	12
SIX2	2
TMEM169	4
CCT4	14
ITM2C	6
EIF5B	24
TRABD2A	7
GPR148	1
HOXD10	2
C2orf80	9
KIDINS220	30
MTA3	17
DCTN1	39
MAT2A	9
REG3A	5
TGFA	6
MAP3K2	17
KLHL29	14
SPATA3	9
ANO7	25
GKN2	6
BMP10	2
ARHGAP15	14
EPAS1	16
MFF	11
CNOT9	9
REL	11
UBR3	39
FBXO48	4
AGFG1	14
PPP3R1	6
PRADC1	5
SCLY	12
SFXN5	14
RBM44	16
KCNK12	2
LRRFIP1	11
MSH2	16
HS1BP3	7
B3GNT2	2
COMMD1	3
PSMD1	25
NDUFS1	19
LYG1	8
SEPT2	14
REG3G	6
FAM117B	8
ICA1L	13
ACMSD	10
RNF25	10
STK36	27
C2orf78	3
FBXO36	4
RHOQ	5
GCKR	19
KYNU	14
LHCGR	13
PECR	6
C2orf72	3
XPO1	25
TTLL4	20
SP140	19
CCDC138	15
INPP4A	26
THUMPD2	10
SLC4A1AP	14
PLCD4	16
ALMS1	23
GTF2A1L	9
PCYOX1	6
SLC19A3	6
SNORC	4
HJURP	9
PPIL3	7
SIX3	2
CAMKMT	11
ETAA1	6
UGT1A3	5
UGT1A5	5
UGT1A8	5
NOTO	3
SMYD5	13
UGT1A6	5
KCNE4	2
AGXT	11
SCG2	2
SLC35F5	16
UGT1A4	5
AP1S3	5
MAP4K3	34
CCDC74A	8
KLHL23	4
USP40	31
PHOSPHO2	4
RABL2A	10
HTRA2	12
COX5B	4
MSH6	10
AUP1	12
ACSL3	17
INHBB	2
FSIP2	23
NOP58	15
ILKAP	12
AC131097.2	3
RTP5	2
PASK	18
DAW1	13
PEX13	4
IRS1	2
CTDSP1	7
CAD	44
ECEL1	18
TMEM18	5
ANKAR	23
PRSS56	13
PUM2	20
CHRND	12
NOL10	21
THSD7B	28
ERFE	8
SRBD1	21
CUL3	16
METTL5	12
LDAH	7
KRTCAP3	48
RBKS	8
DUSP11	9
DPP10	26
GALNT13	12
DNER	13
PDCD1	5
CLK1	13
MROH2A	42
SPR	3
CD8A	9
IL1A	7
PRLH	2
BCL11A	4
DCDC2C	11
INPP5D	27
LCT	17
CLIP4	16
GEN1	14
POLR1B	16
INSIG2	6
MPV17	8
NIF3L1	7
SUMO1	5
AC073082.1	11
FNDC4	7
TFCP2L1	15
PNO1	7
UBE2F-SCLY	10
ALPI	11
SLC4A3	23
ODC1	12
CKAP2L	9
GPR35	2
FARP2	27
NT5DC4	9
NCKAP1	32
COLEC11	8
ALKAL2	6
DIS3L2	21
CBWD2	15
GEMIN6	3
TTC32	3
RRM2	12
ASPRV1	1
VSNL1	4
NEUROD1	2
CIAO1	7
CATIP	10
SLC30A6	15
PLEKHH2	30
POTEE	15
VPS54	23
TNS1	33
FAM168B	7
ANKRD44	28
CNNM4	7
GPR45	1
NTSR2	4
MPHOSPH10	11
TGFBRAP1	12
AC068946.2	19
ABCB6	19
RPS27A	6
MYT1L	25
GPR155	16
RAPH1	11
ASAP2	28
FANCL	16
CLHC1	13
ITGB1BP1	8
HEATR5B	36
VRK2	16
CPSF3	18
ABI2	11
HS6ST1	2
ANKRD39	9
CNNM3	8
TTC21B	29
RAB6C	1
ANKRD23	8
SRD5A2	5
SCN7A	26
SF3B6	4
CNPPD1	9
NEURL3	4
WDR33	22
SOWAHC	1
LTBP1	34
AQP12A	4
HPCAL1	5
GLS	18
WDR75	21
DUSP28	2
RDH14	2
ACP1	6
CHCHD5	4
STEAP3	6
RHOB	1
SOX11	1
DHX57	24
LAPTM4A	7
STAT1	25
GALM	7
TCF23	3
CIB4	7
OR6B3	2
C2orf88	3
TRMT61B	8
BIRC6	74
RGPD1	23
NCL	14
RAB1A	7
CYP27C1	8
ASTL	9
UGT1A9	5
UGT1A7	5
MATN3	8
ITGA6	25
RMDN2	11
ABHD1	9
